egoID,roundID,NumPopularAlters,Jaccard,u,r,Q
182,r_3,a_0,0.2222222222222222,0,2.6875,3.742183279256642
184,r_3,a_2,0.09090909090909091,2,3.3333333333333335,11.378548288861845
186,r_3,a_1,0.05555555555555555,1,3.1875,6.490820551448604
187,r_3,a_1,0.09090909090909091,2,2.875,11.629153611444767
188,r_3,a_1,0.045454545454545456,4,2.9375,13.035185108505988
189,r_3,a_1,0.0,4,2.8125,8.259645043314887
190,r_3,a_2,0.045454545454545456,2,2.5416666666666665,8.800796705350551
192,r_3,a_2,0.045454545454545456,1,2.875,6.0071569470911985
193,r_3,a_1,0.14545454545454545,1,2.4375,5.0584529518057755
194,r_3,a_1,0.0,0,2.6875,5.246852887162708
196,r_3,a_2,0.0,0,2.7,6.963119166388062
195,r_3,a_1,0.0,4,2.6875,5.181793041992519
223,r_3,a_2,0.0,0,3.125,5.172608660748143
224,r_3,a_2,0.2121212121212121,1,2.875,6.099153264562183
204,r_3,a_1,0.05,0,2.9375,2.6855364479185617
206,r_3,a_1,0.0,2,2.4,7.545815274341811
209,r_3,a_0,0.0,2,3.2916666666666665,5.19197863686175
210,r_3,a_1,0.0,4,3.0833333333333335,8.245423203149137
211,r_3,a_2,0.045454545454545456,0,3.0416666666666665,5.409423343280036
212,r_3,a_1,0.05555555555555555,1,3.2083333333333335,11.087042363924304
213,r_3,a_0,0.0,2,2.875,5.193709622350105
214,r_3,a_0,0.05555555555555555,4,2.25,4.588991170132877
215,r_3,a_0,0.0,2,2.9166666666666665,8.737746411712655
216,r_3,a_1,0.1111111111111111,2,2.875,3.418462245162145
218,r_3,a_1,0.0,2,2.8,6.7312957123575545
219,r_3,a_0,0.045454545454545456,2,2.3125,2.815672209147966
220,r_3,a_0,0.10101010101010101,2,2.9375,6.52429217892381
221,r_3,a_0,0.045454545454545456,2,2.75,3.8251499948736996
222,r_3,a_0,0.1,1,2.75,8.98682876328564
226,r_3,a_0,0.225,3,2.875,4.886586851181319
227,r_3,a_2,0.125,2,2.65,8.571484023584057
228,r_3,a_2,0.0,2,2.9375,5.451626882876573
176,r_4,a_2,0.0,4,2.9,7.98600794312808
178,r_4,a_0,0.05555555555555555,2,3.125,5.025512509549019
179,r_4,a_0,0.0,2,2.625,8.308069480139405
181,r_4,a_2,0.045454545454545456,3,3.1875,5.646181649706894
182,r_4,a_0,0.0,2,2.6666666666666665,7.219077750872394
184,r_4,a_1,0.0,0,2.9583333333333335,8.22860285804829
186,r_4,a_1,0.0,1,3.125,8.210329728237308
187,r_4,a_1,0.0,1,3.125,8.254892861225876
188,r_4,a_2,0.05,1,3.0,12.795408759579376
189,r_4,a_1,0.0,3,3.0,7.388108767419581
190,r_4,a_2,0.0,4,3.0833333333333335,10.762558731642029
192,r_4,a_2,0.0,2,2.6875,5.942298277847646
193,r_4,a_1,0.09545454545454546,4,2.75,7.413714723255954
194,r_4,a_1,0.0,3,2.4375,4.316032836226516
196,r_4,a_2,0.045454545454545456,0,2.53125,5.240641862269275
195,r_4,a_1,0.0,1,2.75,5.484660212829878
223,r_4,a_2,0.1,1,2.55,9.683593421294743
224,r_4,a_2,0.0,2,2.625,5.439566802004279
204,r_4,a_1,0.0625,1,3.3125,7.636030805075464
206,r_4,a_1,0.09545454545454546,2,3.15,9.604974242549336
209,r_4,a_0,0.0,1,2.9583333333333335,6.105986019820926
210,r_4,a_1,0.0,2,3.3333333333333335,9.479155490279087
211,r_4,a_2,0.0,1,3.2083333333333335,8.089548481923234
212,r_4,a_1,0.0625,1,2.9375,7.79364468944812
213,r_4,a_0,0.05,1,2.8125,4.785612108779548
214,r_4,a_0,0.0,2,2.9375,4.580686884663277
215,r_4,a_0,0.0,2,2.9166666666666665,4.992690530312285
216,r_4,a_1,0.0,2,3.05,6.948751406042376
218,r_4,a_1,0.0,5,2.75,12.188872991460912
219,r_4,a_0,0.10555555555555556,3,2.9375,4.506448903893281
220,r_4,a_0,0.1,2,2.5,5.2024555229784095
221,r_4,a_0,0.0,2,2.5416666666666665,12.845673810058969
222,r_4,a_0,0.045454545454545456,3,3.125,10.025925088948881
226,r_4,a_0,0.15000000000000002,1,3.0,5.541593216973011
227,r_4,a_2,0.0,3,2.5,7.591540916439458
228,r_4,a_2,0.05555555555555555,0,3.125,4.91056717156223
176,r_5,a_2,0.045454545454545456,1,2.4166666666666665,5.32429737986326
178,r_5,a_0,0.14545454545454545,3,3.375,6.829443615432239
179,r_5,a_0,0.045454545454545456,0,3.125,3.3214620273827675
181,r_5,a_2,0.0,1,2.75,5.4710772243641745
182,r_5,a_0,0.1,3,3.5833333333333335,8.08577478229051
184,r_5,a_2,0.045454545454545456,2,3.2083333333333335,9.234736020735896
186,r_5,a_1,0.045454545454545456,1,3.25,8.8903794253165
187,r_5,a_1,0.05,1,2.5625,5.529738948309718
188,r_5,a_2,0.0,2,3.8125,11.647298253196245
189,r_5,a_2,0.0,1,2.8,9.34623915673167
190,r_5,a_1,0.05,2,3.0416666666666665,9.859206882128502
192,r_5,a_1,0.1,2,2.75,8.083574017979103
193,r_5,a_1,0.14545454545454545,1,3.25,8.211972755116077
194,r_5,a_1,0.125,2,2.5625,5.066730390810324
196,r_5,a_2,0.0,4,3.0,8.46870611600336
195,r_5,a_1,0.14545454545454545,3,3.25,7.193796254635983
223,r_5,a_2,0.045454545454545456,1,3.1875,8.253153464698554
224,r_5,a_2,0.045454545454545456,0,3.0625,7.019951422892807
204,r_5,a_1,0.0,1,3.6875,5.956239966031193
206,r_5,a_1,0.1,3,3.0625,9.176228023889152
209,r_5,a_0,0.09090909090909091,0,3.125,6.4600085563160485
210,r_5,a_1,0.0,1,3.4583333333333335,13.187910948588321
211,r_5,a_2,0.0,3,2.9166666666666665,7.944523217511312
212,r_5,a_1,0.14545454545454545,4,3.85,10.894462995617147
213,r_5,a_0,0.0,4,2.6875,4.449061976433587
214,r_5,a_0,0.14545454545454545,1,3.125,5.500325922467064
215,r_5,a_0,0.0,5,3.25,6.936715956923056
216,r_5,a_1,0.0,2,2.85,5.913515302023045
218,r_5,a_1,0.14545454545454545,3,3.9375,8.347975921235395
219,r_5,a_0,0.2986111111111111,2,3.3125,3.4981449917591325
220,r_5,a_0,0.1,3,3.8125,6.729362993669534
221,r_5,a_0,0.0,2,2.875,5.551877100630101
222,r_5,a_0,0.2121212121212121,0,2.65,6.532678321198412
226,r_5,a_0,0.09090909090909091,0,3.3125,7.351204848207688
227,r_5,a_2,0.0,3,4.0,10.514870473984256
228,r_5,a_2,0.05555555555555555,2,3.375,5.863729141159617
245,r_1,a_1,0.2,3,2.375,6.781210476768322
254,r_1,a_1,0.1875,2,3.0625,10.734011768041944
255,r_1,a_0,0.1611111111111111,2,3.2083333333333335,9.004105825213394
256,r_1,a_0,0.1,3,2.6875,5.896260024276121
257,r_1,a_1,0.2,2,3.3125,9.54070985668182
258,r_1,a_1,0.16666666666666666,2,3.0625,6.756681353034043
259,r_1,a_1,0.0,2,3.1875,7.8246320436241135
261,r_1,a_0,0.2222222222222222,4,3.5,5.544674004438766
262,r_1,a_1,0.05555555555555555,1,2.5833333333333335,8.575634487015465
263,r_1,a_1,0.045454545454545456,5,3.125,10.076713880644393
264,r_1,a_1,0.05,3,3.4375,7.890984323301163
265,r_1,a_0,0.5428571428571429,3,3.0,3.2267441597903743
266,r_1,a_0,0.09545454545454546,1,2.6875,4.436947856870887
267,r_1,a_1,0.3392857142857143,3,3.5,6.479814360366772
268,r_1,a_1,0.2121212121212121,3,3.25,7.079725099758434
269,r_1,a_1,0.0,5,3.2916666666666665,11.826657351239188
550,r_1,a_0,0.175,3,3.2916666666666665,9.476924563243804
551,r_1,a_1,0.05555555555555555,2,2.9583333333333335,8.432521591018222
277,r_1,a_0,0.2111111111111111,1,3.25,4.938226235470633
280,r_1,a_1,0.045454545454545456,3,4.0,5.592234343213585
281,r_1,a_1,0.1875,3,3.3125,8.485930098188327
283,r_1,a_0,0.1,0,2.5,3.844419161827938
284,r_1,a_1,0.2,2,3.3125,6.942160802261734
286,r_1,a_1,0.0,3,2.5625,6.080260757617657
288,r_1,a_0,0.2222222222222222,2,3.0625,5.263604531123937
289,r_1,a_0,0.15656565656565657,3,3.125,4.504501015016326
290,r_1,a_1,0.0,6,3.5833333333333335,13.524885051643867
291,r_1,a_1,0.045454545454545456,1,3.1875,4.63556147326208
292,r_1,a_1,0.0,2,2.75,8.85513417161783
293,r_1,a_1,0.1875,2,2.9375,5.861495086111061
294,r_1,a_0,0.18055555555555555,2,2.9375,4.7734976049636
295,r_1,a_0,0.375,0,2.875,5.270157966912967
296,r_1,a_1,0.25,2,3.1875,7.188513344951069
298,r_1,a_1,0.1,3,3.0625,5.2671601228513145
299,r_1,a_1,0.125,3,3.375,8.913713893871904
561,r_1,a_1,0.2121212121212121,2,3.3125,5.688620339479456
245,r_2,a_2,0.0,2,4.125,7.055907506169534
254,r_2,a_1,0.1,5,4.083333333333333,18.58395868036554
255,r_2,a_1,0.0,1,3.9375,5.486191890415639
256,r_2,a_1,0.1,2,3.75,8.153490730073106
257,r_2,a_2,0.045454545454545456,1,3.6875,7.558932441590876
258,r_2,a_2,0.0,1,3.25,5.150632082213956
259,r_2,a_2,0.045454545454545456,2,3.875,9.874957251037952
261,r_2,a_1,0.0,1,3.6875,8.791211229527383
262,r_2,a_1,0.0,3,3.9166666666666665,6.017322911159934
263,r_2,a_2,0.0,3,4.0625,5.374756310963932
264,r_2,a_2,0.0,2,4.3125,6.053347079525999
265,r_2,a_2,0.05555555555555555,4,3.5,5.190597446596132
266,r_2,a_2,0.18055555555555555,0,3.6875,9.061957288243239
267,r_2,a_2,0.05555555555555555,2,4.0,6.622675124539656
268,r_2,a_1,0.0,2,3.75,5.903995016679062
269,r_2,a_2,0.045454545454545456,2,3.75,7.377990322865166
550,r_2,a_2,0.0,4,3.3333333333333335,10.226541746032701
551,r_2,a_2,0.0,2,3.0625,5.571705005398437
277,r_2,a_0,0.2,2,3.5,10.99008589916395
280,r_2,a_2,0.0,2,3.8125,4.864584357608214
281,r_2,a_1,0.045454545454545456,3,3.8125,8.644915182926962
283,r_2,a_0,0.2698412698412698,1,3.4,7.809414933075284
284,r_2,a_1,0.0,2,4.0,4.577608519351649
286,r_2,a_2,0.0,2,4.25,6.937520668630773
288,r_2,a_0,0.0,3,4.0625,7.495378031023545
289,r_2,a_0,0.0,2,3.6875,5.837456020500504
290,r_2,a_1,0.0,5,3.6666666666666665,14.783108686636133
291,r_2,a_2,0.0,2,3.6875,8.246219957874196
292,r_2,a_2,0.0,2,3.25,10.019831575157585
293,r_2,a_1,0.1,3,3.6875,4.299058644072422
294,r_2,a_0,0.05,3,3.9375,5.23265518486647
295,r_2,a_0,0.05555555555555555,1,3.6875,5.880611446619073
296,r_2,a_2,0.0,2,3.8125,7.7155205482771425
298,r_2,a_2,0.0,2,3.875,6.229151650816065
299,r_2,a_1,0.05,3,3.625,6.6456180463258505
561,r_2,a_1,0.0,3,3.125,8.512489508827795
245,r_3,a_1,0.045454545454545456,1,3.5,8.222372030941738
254,r_3,a_1,0.14545454545454545,4,3.0833333333333335,13.354733556416743
255,r_3,a_2,0.05,2,3.2,8.82446897568352
256,r_3,a_1,0.045454545454545456,4,3.0833333333333335,9.76500339930703
257,r_3,a_1,0.045454545454545456,2,2.6875,6.038009795471519
258,r_3,a_1,0.0,0,2.4375,6.691057645784318
259,r_3,a_2,0.09545454545454546,3,3.625,7.1454720479457805
261,r_3,a_1,0.0,1,3.0625,5.781688137088261
262,r_3,a_1,0.05555555555555555,2,2.4166666666666665,7.292926829785959
263,r_3,a_1,0.0,4,3.0,7.346211750366716
264,r_3,a_1,0.0,2,3.25,6.303775604697214
265,r_3,a_2,0.0,2,2.6875,6.376359589846617
266,r_3,a_2,0.1,4,2.75,5.783917723038904
267,r_3,a_2,0.0,2,3.125,2.853089419067166
268,r_3,a_1,0.05,3,3.25,5.6874410514529
269,r_3,a_1,0.09545454545454546,0,2.9375,8.402829019380867
550,r_3,a_1,0.0,3,3.5833333333333335,8.38351534476304
551,r_3,a_2,0.05,2,3.4583333333333335,3.540283884484401
277,r_3,a_0,0.14545454545454545,0,3.5,8.083694806404853
280,r_3,a_1,0.0625,2,2.125,4.012344481491278
281,r_3,a_1,0.1,4,2.9375,6.650092927192752
283,r_3,a_0,0.20535714285714285,1,1.9375,5.259406368986719
284,r_3,a_1,0.09545454545454546,3,3.4375,6.362479940605184
286,r_3,a_1,0.0,3,2.8125,10.07821517410196
288,r_3,a_0,0.0,4,2.8125,6.424132958914699
289,r_3,a_0,0.05,4,3.4375,6.996745516543971
290,r_3,a_1,0.0,3,2.75,13.499534358396044
291,r_3,a_1,0.0,2,2.3125,7.215273253404245
292,r_3,a_1,0.0,4,2.6875,8.899043125492726
293,r_3,a_1,0.09090909090909091,1,2.375,3.4407839827699997
294,r_3,a_0,0.05555555555555555,3,2.4375,5.090838550559288
295,r_3,a_0,0.125,1,2.625,8.352076548745856
296,r_3,a_1,0.0,3,2.95,11.45088532401214
298,r_3,a_1,0.0,3,2.6875,6.607716255317769
299,r_3,a_1,0.16666666666666666,4,2.9583333333333335,9.749698002898391
561,r_3,a_1,0.0,2,3.3125,8.513403159464842
245,r_4,a_1,0.0,3,2.75,7.712178852628604
254,r_4,a_1,0.045454545454545456,4,3.2083333333333335,11.549164999544395
255,r_4,a_1,0.0,0,2.8125,5.756905432257449
256,r_4,a_0,0.09090909090909091,2,2.9166666666666665,10.11147855635609
257,r_4,a_0,0.0,1,3.0,9.43165660690483
258,r_4,a_0,0.0,3,2.8,9.728108321348259
259,r_4,a_1,0.0,2,2.6875,7.865506881553642
261,r_4,a_1,0.0,3,2.85,7.228412711512188
262,r_4,a_0,0.045454545454545456,2,2.625,6.3168825414487655
263,r_4,a_1,0.0,4,2.8333333333333335,5.684270075013357
264,r_4,a_1,0.0,2,2.75,8.135068281888369
265,r_4,a_1,0.045454545454545456,4,2.875,6.683009407315071
266,r_4,a_1,0.0,2,2.875,5.035341263447595
267,r_4,a_1,0.0,3,2.875,6.096742513073285
268,r_4,a_0,0.0,2,2.8125,4.5322703802637285
269,r_4,a_0,0.0,1,2.6875,8.364059520785602
550,r_4,a_1,0.0,4,3.5416666666666665,11.421030612352805
551,r_4,a_0,0.09090909090909091,2,3.5833333333333335,5.422920107045683
277,r_4,a_0,0.0,2,3.125,9.354679796900799
280,r_4,a_1,0.1,3,3.1875,4.234956705932202
281,r_4,a_1,0.0,4,3.25,4.952218404414819
283,r_4,a_0,0.05555555555555555,1,3.05,6.840924475384023
284,r_4,a_0,0.0,1,3.0,5.539890318683832
286,r_4,a_1,0.05555555555555555,3,2.5625,5.876423625081095
288,r_4,a_0,0.0,2,3.05,4.861214569565391
289,r_4,a_0,0.0,4,3.0,7.896413570957055
290,r_4,a_0,0.0,3,2.625,16.26403292044482
291,r_4,a_0,0.0,0,2.9375,6.551063573221779
292,r_4,a_1,0.05555555555555555,2,2.6875,10.69804879754915
293,r_4,a_1,0.045454545454545456,1,2.75,4.868253608768413
294,r_4,a_0,0.0,2,3.0,8.317929475896257
295,r_4,a_0,0.05555555555555555,0,2.9375,5.800908299535336
296,r_4,a_0,0.045454545454545456,3,2.75,8.55673763889843
298,r_4,a_0,0.0,2,2.625,6.564507201211912
299,r_4,a_1,0.045454545454545456,5,3.0833333333333335,7.465974019015697
561,r_4,a_0,0.0,3,3.2,9.094662529446214
245,r_5,a_2,0.045454545454545456,3,3.75,6.825796072054456
254,r_5,a_1,0.1611111111111111,4,3.2916666666666665,15.322774860427273
255,r_5,a_1,0.045454545454545456,2,3.4375,7.207164609018834
256,r_5,a_0,0.14545454545454545,1,3.5,12.083707657845657
257,r_5,a_2,0.0,1,3.4375,7.01478377665451
258,r_5,a_2,0.045454545454545456,3,3.35,5.64859742661035
259,r_5,a_1,0.1,1,3.6875,4.883813895915976
261,r_5,a_2,0.0,3,3.5625,8.888022233197825
262,r_5,a_0,0.0,2,3.1875,4.048750804029918
263,r_5,a_1,0.14545454545454545,4,3.75,7.9945885819753695
264,r_5,a_2,0.05,3,3.75,11.065041118225226
265,r_5,a_0,0.09090909090909091,2,3.6875,5.685006352551902
266,r_5,a_1,0.05555555555555555,3,3.375,8.087282685046624
267,r_5,a_1,0.05555555555555555,0,3.1875,6.6802789337134225
268,r_5,a_0,0.14545454545454545,0,3.6875,7.761132650326838
269,r_5,a_0,0.0,3,3.2,7.349248601214299
550,r_5,a_2,0.0,4,3.75,15.857499937569896
551,r_5,a_1,0.0,3,3.4166666666666665,9.48672760942872
277,r_5,a_0,0.09090909090909091,1,3.0625,9.413606321060243
280,r_5,a_2,0.0,2,3.25,7.780991525180888
281,r_5,a_1,0.0,2,2.75,7.8257115620281485
283,r_5,a_0,0.05555555555555555,0,2.55,3.26918284379311
284,r_5,a_0,0.14545454545454545,0,2.8125,4.604784142135153
286,r_5,a_2,0.05,3,3.1875,6.9873763794199775
288,r_5,a_0,0.05,3,2.95,8.810558188956925
289,r_5,a_0,0.2,2,2.9375,3.0557626989880005
290,r_5,a_0,0.045454545454545456,3,3.0416666666666665,11.599424345952153
291,r_5,a_1,0.1875,2,3.375,5.609974692813639
292,r_5,a_2,0.125,2,2.9375,9.64450424663967
293,r_5,a_1,0.2375,1,3.375,7.260790758123337
294,r_5,a_0,0.0,1,3.0,7.9317691447461725
295,r_5,a_0,0.18055555555555555,1,3.0625,5.881359410838085
296,r_5,a_1,0.045454545454545456,1,3.4166666666666665,11.66447276592603
298,r_5,a_1,0.0,1,3.125,9.870816360895198
299,r_5,a_1,0.1,2,3.375,8.560139128012874
561,r_5,a_0,0.0,4,2.95,8.150035994198035
320,r_1,a_1,0.1611111111111111,1,3.8125,8.723040361725555
321,r_1,a_2,0.1,0,3.25,0.0
322,r_1,a_2,0.0,0,2.9375,0.0
323,r_1,a_1,0.16666666666666666,4,3.75,9.245385023430284
324,r_1,a_0,0.1,1,3.125,6.478346427895709
325,r_1,a_0,0.09090909090909091,1,3.375,5.416609920468169
327,r_1,a_2,0.045454545454545456,5,3.4583333333333335,9.270422311882962
328,r_1,a_2,0.0,0,3.125,5.013016965493878
329,r_1,a_1,0.1,0,3.1875,3.7813502147966536
330,r_1,a_0,0.09090909090909091,3,3.3333333333333335,6.810494939035566
332,r_1,a_1,0.26666666666666666,3,3.25,7.182786694100795
333,r_1,a_2,0.14545454545454545,6,3.7916666666666665,8.866240769438582
334,r_1,a_2,0.0,3,3.625,4.610694384371705
335,r_1,a_1,0.21428571428571427,1,3.6875,5.67518935382475
336,r_1,a_0,0.045454545454545456,2,3.4375,6.162726482444122
337,r_1,a_0,0.26666666666666666,3,3.55,5.999650457485055
338,r_1,a_1,0.09090909090909091,3,3.15,8.049380429713516
331,r_1,a_0,0.1,1,3.3125,6.67797094649152
347,r_1,a_1,0.0,3,3.625,6.627899024832367
348,r_1,a_2,0.045454545454545456,5,3.8333333333333335,9.585535243188184
349,r_1,a_2,0.045454545454545456,1,3.375,6.812736429807631
350,r_1,a_1,0.0,3,3.0,3.6534470012801146
352,r_1,a_0,0.14545454545454545,3,3.3333333333333335,7.622126607011019
353,r_1,a_1,0.14545454545454545,1,3.375,4.340745578261619
354,r_1,a_2,0.0,2,3.4375,4.71861562296767
356,r_1,a_1,0.1,3,3.2,5.8889315696290305
357,r_1,a_0,0.18055555555555555,0,2.875,2.9821719270766813
358,r_1,a_0,0.0,2,3.3333333333333335,11.89616451334873
359,r_1,a_1,0.05,2,3.4166666666666665,7.536863013649601
361,r_1,a_2,0.0,3,3.2916666666666665,6.547941248296504
363,r_1,a_0,0.14545454545454545,3,3.5625,6.520610944544472
364,r_1,a_0,0.3333333333333333,1,3.125,1.8264520668017508
365,r_1,a_0,0.2,0,3.1875,3.774293490656129
368,r_1,a_1,0.1,3,3.5,2.8551698469941056
370,r_1,a_2,0.0,3,3.2083333333333335,7.001406675842669
562,r_1,a_2,0.1,3,2.8125,4.277531216093937
320,r_2,a_2,0.0,2,3.375,7.598588810313094
321,r_2,a_1,0.1111111111111111,1,2.5833333333333335,16.534327902318047
322,r_2,a_1,0.0,1,2.5625,4.122874062324119
323,r_2,a_1,0.0,3,3.6875,9.07753080149109
324,r_2,a_0,0.0,4,2.9375,6.239088682371335
325,r_2,a_0,0.045454545454545456,0,2.9,8.715905255735638
327,r_2,a_1,0.0,6,3.25,10.940912948233334
328,r_2,a_2,0.0,2,3.95,8.08637223319221
329,r_2,a_0,0.045454545454545456,1,2.75,4.007855678047791
330,r_2,a_2,0.0,2,3.3333333333333335,8.20904395610703
332,r_2,a_1,0.0,1,3.1875,5.943308879992778
333,r_2,a_2,0.0,4,3.25,11.943653015828643
334,r_2,a_0,0.045454545454545456,0,2.625,5.329116415711244
335,r_2,a_1,0.0,2,3.8125,7.727250235301266
336,r_2,a_2,0.045454545454545456,2,3.2,7.811746251124362
337,r_2,a_0,0.1,1,3.0,3.8484043378859845
338,r_2,a_1,0.1,2,3.0,7.697043566887164
331,r_2,a_2,0.0,2,3.5,4.754509065499715
347,r_2,a_1,0.09090909090909091,1,3.1875,6.924640063766566
348,r_2,a_1,0.1,3,3.7916666666666665,15.44968562209393
349,r_2,a_1,0.0,2,3.625,10.557719241069597
350,r_2,a_1,0.05555555555555555,1,3.75,6.085477087953842
352,r_2,a_0,0.09090909090909091,2,3.1666666666666665,7.693440253383104
353,r_2,a_1,0.0,4,3.6875,6.273557986903877
354,r_2,a_1,0.0,2,3.125,5.620346223804235
356,r_2,a_1,0.0,3,3.8,9.538973392661124
357,r_2,a_0,0.05555555555555555,1,2.2916666666666665,1.7531820840302812
358,r_2,a_0,0.0,1,3.1666666666666665,9.43422703366744
359,r_2,a_1,0.045454545454545456,3,3.05,3.314995535128161
361,r_2,a_1,0.0,1,3.0833333333333335,5.0138443004490725
363,r_2,a_0,0.14545454545454545,2,3.5625,5.246547157769147
364,r_2,a_0,0.0,3,3.3125,5.804395320937476
365,r_2,a_0,0.0,4,3.4583333333333335,6.966783242836428
368,r_2,a_1,0.0,3,3.6875,5.599562779558454
370,r_2,a_1,0.0,0,3.0,5.966618962441144
562,r_2,a_1,0.0,4,2.875,5.609727581576447
320,r_3,a_2,0.05555555555555555,3,3.1875,6.489341872881818
321,r_3,a_1,0.0,2,3.125,12.531370903782848
322,r_3,a_1,0.0,1,2.3125,1.0
323,r_3,a_2,0.0,1,2.375,4.833886798773769
324,r_3,a_0,0.14545454545454545,2,2.1875,4.55328076877964
325,r_3,a_0,0.045454545454545456,3,2.5625,8.573575549931189
327,r_3,a_0,0.045454545454545456,2,2.1666666666666665,7.004246813667552
328,r_3,a_2,0.0,2,2.8125,6.2116631830362055
329,r_3,a_1,0.0,2,2.75,5.639512155866717
330,r_3,a_2,0.0,3,2.4166666666666665,7.971783029780647
332,r_3,a_0,0.0,1,2.3125,5.03940524634138
333,r_3,a_2,0.045454545454545456,2,2.375,10.910402685685263
334,r_3,a_0,0.26666666666666666,1,2.6875,5.317141326434901
335,r_3,a_1,0.0,2,2.25,6.476444883635612
336,r_3,a_2,0.0,1,2.3125,7.307713756042803
337,r_3,a_0,0.125,0,2.625,5.10845345959061
338,r_3,a_2,0.0,1,2.9375,6.87497977329683
331,r_3,a_2,0.05555555555555555,2,2.375,5.657291950690145
347,r_3,a_1,0.05555555555555555,2,2.8125,6.496596524132817
348,r_3,a_1,0.045454545454545456,5,3.4583333333333335,9.154917073424865
349,r_3,a_1,0.0,2,2.375,8.365761143253039
350,r_3,a_1,0.0,2,2.0,4.001008535199853
352,r_3,a_0,0.14545454545454545,1,2.4583333333333335,12.237191454429752
353,r_3,a_1,0.045454545454545456,2,2.0833333333333335,6.832749433447241
354,r_3,a_1,0.0,3,2.75,8.683099319520574
356,r_3,a_1,0.1,5,3.25,7.531960534203493
357,r_3,a_0,0.0,1,2.5625,2.2194504897542218
358,r_3,a_0,0.09090909090909091,4,2.7083333333333335,11.110454008626125
359,r_3,a_1,0.0,1,2.3125,2.7953045250304207
361,r_3,a_1,0.0,0,2.4583333333333335,5.336778494976346
363,r_3,a_0,0.0,1,2.3125,4.625456285320798
364,r_3,a_0,0.045454545454545456,0,2.0,3.2930497341911447
365,r_3,a_0,0.045454545454545456,3,2.4,6.343632241721588
368,r_3,a_1,0.0,3,3.0625,7.5663770307204405
370,r_3,a_1,0.0,1,2.5416666666666665,5.846365294048686
562,r_3,a_1,0.045454545454545456,2,3.8333333333333335,7.076351431178868
320,r_4,a_2,0.0,2,2.875,8.424302441877087
321,r_4,a_2,0.0,1,2.625,8.856083687321199
322,r_4,a_1,0.05,2,2.8125,8.521846176277773
323,r_4,a_2,0.045454545454545456,2,3.0625,5.767135774545309
324,r_4,a_1,0.0,4,3.625,5.2543014268743224
325,r_4,a_0,0.0,3,3.05,6.507556151503113
327,r_4,a_1,0.0,5,2.9166666666666665,7.184829817179164
328,r_4,a_2,0.0,2,3.0625,4.665056706510712
329,r_4,a_1,0.05555555555555555,1,3.4375,8.247438214393704
330,r_4,a_2,0.14545454545454545,4,3.625,10.603677257070936
332,r_4,a_0,0.045454545454545456,1,2.875,4.772883374004548
333,r_4,a_2,0.0,3,3.4583333333333335,12.490049743695696
334,r_4,a_0,0.0,2,3.25,4.970366245300187
335,r_4,a_0,0.1,2,3.25,8.251750402144452
336,r_4,a_2,0.0,4,3.75,8.008539377519398
337,r_4,a_0,0.0,2,2.9583333333333335,7.119109154518691
338,r_4,a_2,0.0,4,3.35,14.109903220970256
331,r_4,a_2,0.05,4,3.6875,4.084784721590287
347,r_4,a_1,0.09090909090909091,3,3.875,6.996633711921966
348,r_4,a_1,0.045454545454545456,3,3.5,9.893330405599556
349,r_4,a_1,0.045454545454545456,2,3.5625,7.893567326047675
350,r_4,a_1,0.125,0,3.0625,5.700171112686551
352,r_4,a_0,0.0,4,3.0416666666666665,8.750991910006723
353,r_4,a_1,0.045454545454545456,2,3.25,5.243019056955699
354,r_4,a_1,0.05555555555555555,3,3.3125,9.047582976206924
356,r_4,a_1,0.0,3,3.35,8.036987433726576
357,r_4,a_0,0.0,1,1.9375,0.0
358,r_4,a_0,0.15000000000000002,3,3.125,10.92100641201099
359,r_4,a_1,0.2121212121212121,1,2.75,5.170258972406979
361,r_4,a_1,0.0,1,2.75,4.449500957148919
363,r_4,a_0,0.0,2,2.8125,10.320549386425494
364,r_4,a_0,0.045454545454545456,2,3.0625,5.783288242813314
365,r_4,a_0,0.0,2,3.0833333333333335,7.753750813117629
368,r_4,a_1,0.0,4,3.3125,7.977797694867834
370,r_4,a_1,0.0,3,2.75,5.894909922329317
562,r_4,a_1,0.045454545454545456,6,3.7083333333333335,5.346388695926196
320,r_5,a_2,0.05,3,3.4,8.118812860436812
321,r_5,a_2,0.045454545454545456,0,3,0.0
322,r_5,a_2,0.0,2,3.05,5.126272148934592
323,r_5,a_2,0.045454545454545456,2,3.6999999999999997,9.007605286033467
324,r_5,a_1,0.0,2,3.5500000000000003,8.945059531696796
325,r_5,a_0,0.1611111111111111,2,3.35,11.576749090185082
327,r_5,a_2,0.0,1,3.466666666666667,2.748490948422545
328,r_5,a_2,0.0,1,3.3200000000000003,8.768528875546092
329,r_5,a_2,0.0,0,3.55,6.710116635364992
330,r_5,a_2,0.0,1,3.4000000000000004,9.947692196093206
332,r_5,a_1,0.16666666666666666,3,3.65,6.823903510938207
333,r_5,a_2,0.0,2,3.766666666666667,10.255935056124143
334,r_5,a_0,0.045454545454545456,0,3.7499999999999996,6.25383649233957
335,r_5,a_0,0.1,4,3.6,6.975523522502443
336,r_5,a_2,0.0,2,3.8,7.220232466755276
337,r_5,a_0,0.2121212121212121,1,3.6666666666666665,6.535226991169209
338,r_5,a_2,0.045454545454545456,0,3.5599999999999996,12.86951374010539
