Cosine_sim,Condition,NumPopAlters
0.359389066696167,treatment,0
0.5979993343353271,treatment,0
0.379298597574234,treatment,0
0.5309154391288757,treatment,0
0.33513134717941284,treatment,0
0.4213833510875702,treatment,0
0.4496409595012665,treatment,0
0.32125064730644226,treatment,0
0.5682260394096375,treatment,0
0.7221212983131409,treatment,0
0.5946186184883118,treatment,0
0.3455269932746887,treatment,0
0.5397587418556213,treatment,0
0.5927234888076782,treatment,0
0.6448816657066345,treatment,0
0.5837991833686829,treatment,0
0.6430376172065735,treatment,0
0.45016124844551086,treatment,0
0.46991464495658875,treatment,0
0.23708829283714294,treatment,0
0.6192381381988525,treatment,0
0.4863245487213135,treatment,0
0.4554629921913147,treatment,0
0.46707653999328613,treatment,0
0.47375205159187317,treatment,0
0.5444808602333069,treatment,0
0.3348185122013092,treatment,0
0.5682424902915955,treatment,0
0.4811680316925049,treatment,0
0.5266258120536804,treatment,0
0.6289104223251343,treatment,0
0.5619189739227295,treatment,0
0.5267324447631836,treatment,0
0.512610137462616,treatment,0
0.5201670527458191,treatment,0
0.5040370225906372,treatment,0
0.7063446044921875,treatment,0
0.4190833568572998,treatment,0
0.35076093673706055,treatment,0
0.3510105609893799,treatment,0
0.35688477754592896,treatment,0
0.4899216592311859,treatment,0
0.6469135880470276,treatment,0
0.4415368139743805,treatment,0
0.5451141595840454,treatment,0
0.5354549288749695,treatment,0
0.5347831845283508,treatment,0
0.4737386405467987,treatment,0
0.4568638205528259,treatment,0
0.598862886428833,treatment,0
0.4926033020019531,treatment,0
0.4205787181854248,treatment,0
0.5246593952178955,treatment,0
0.6136776804924011,treatment,0
0.47786760330200195,treatment,0
0.5587034821510315,treatment,0
0.6348923444747925,treatment,0
0.5054242014884949,treatment,0
0.6324803829193115,treatment,0
0.48836854100227356,treatment,0
0.5845050811767578,treatment,0
0.5702150464057922,treatment,0
0.6141338348388672,treatment,0
0.5390205383300781,treatment,0
0.546114444732666,treatment,0
0.5902923941612244,treatment,0
0.5212284326553345,treatment,0
0.5950385928153992,treatment,0
0.565487802028656,treatment,0
0.5404807925224304,treatment,0
0.5513041615486145,treatment,0
0.46298760175704956,treatment,0
0.6954972743988037,treatment,0
0.7026628255844116,treatment,0
0.6009026765823364,treatment,0
0.5149859189987183,treatment,0
0.5875065922737122,treatment,0
0.3911799490451813,treatment,0
0.50428706407547,treatment,0
0.5757617950439453,treatment,0
0.701332688331604,treatment,0
0.5968330502510071,treatment,0
0.6772840619087219,treatment,0
0.5553364753723145,treatment,0
0.5652895569801331,treatment,0
0.6254907250404358,treatment,0
0.5489513874053955,treatment,0
0.4113904535770416,treatment,0
0.4720751941204071,treatment,0
0.4973735213279724,treatment,0
0.6143577098846436,treatment,0
0.6278008818626404,treatment,0
0.4943685531616211,treatment,0
0.6058703064918518,treatment,0
0.45911905169487,treatment,0
0.5498337149620056,treatment,0
0.6718335151672363,treatment,0
0.6321170926094055,treatment,0
0.6338503360748291,treatment,0
0.6313657760620117,treatment,0
0.5118466019630432,treatment,0
0.585606038570404,treatment,0
0.5491569638252258,treatment,0
0.5448873043060303,treatment,0
0.41247138381004333,treatment,0
0.5937138199806213,treatment,0
0.6488329172134399,treatment,0
0.6338023543357849,treatment,0
0.44122904539108276,treatment,0
0.5949817895889282,treatment,0
0.6568763256072998,treatment,0
0.5066797137260437,treatment,0
0.4952942132949829,treatment,0
0.6627251505851746,treatment,0
0.5731589198112488,treatment,0
0.6820135116577148,treatment,0
0.5446634888648987,treatment,0
0.5702025890350342,treatment,0
0.5732246041297913,treatment,0
0.6222251057624817,treatment,0
0.46923622488975525,treatment,0
0.519999086856842,treatment,0
0.5710927844047546,treatment,0
0.6985558271408081,treatment,0
0.5362074971199036,treatment,0
0.46795257925987244,treatment,0
0.5673553347587585,treatment,0
0.5769097805023193,treatment,0
0.3858378231525421,treatment,0
0.6186864376068115,treatment,0
0.5962376594543457,treatment,0
0.5950935482978821,treatment,0
0.6221267580986023,treatment,0
0.6773753762245178,treatment,0
0.7084882855415344,treatment,0
0.6417722702026367,treatment,0
0.48291921615600586,treatment,0
0.5293816924095154,treatment,0
0.6026598215103149,treatment,0
0.6533939838409424,treatment,0
0.5967243313789368,treatment,0
0.5227522850036621,treatment,0
0.5890021920204163,treatment,0
0.6030506491661072,treatment,0
0.47351863980293274,treatment,0
0.6293894648551941,treatment,0
0.4518299996852875,treatment,0
0.5474222898483276,treatment,0
0.6416680216789246,treatment,0
0.6052427291870117,treatment,0
0.6249067783355713,treatment,0
0.5349398851394653,treatment,0
0.5491039752960205,treatment,0
0.5290441513061523,treatment,0
0.504272997379303,treatment,0
0.6719033718109131,treatment,0
0.5815001130104065,treatment,0
0.5629904270172119,treatment,0
0.6208668351173401,treatment,0
0.5434800982475281,treatment,0
0.47150978446006775,treatment,0
0.450981467962265,treatment,0
0.5906383395195007,treatment,0
0.39202794432640076,treatment,0
0.6051590442657471,treatment,0
0.6417967081069946,treatment,0
0.6867770552635193,treatment,0
0.4998232424259186,treatment,0
0.5175506472587585,treatment,0
0.6140701770782471,treatment,0
0.5362538695335388,treatment,0
0.5200994610786438,treatment,0
0.5803700089454651,treatment,0
0.6570151448249817,treatment,0
0.5471252799034119,treatment,0
0.6488986015319824,treatment,0
0.5199698805809021,treatment,0
0.6417616009712219,treatment,0
0.5944818258285522,treatment,0
0.6628321409225464,treatment,0
0.7252448797225952,treatment,0
0.5052876472473145,treatment,0
0.6247084736824036,treatment,0
0.5583024621009827,treatment,0
0.6822296380996704,treatment,0
0.5006313323974609,treatment,0
0.6049787402153015,treatment,0
0.5395682454109192,treatment,0
0.5813805460929871,treatment,0
0.6069411039352417,treatment,0
0.5616658926010132,treatment,0
0.6638108491897583,treatment,0
0.7234060764312744,treatment,0
0.6143869161605835,treatment,0
0.5342647433280945,treatment,0
0.6717519164085388,treatment,0
0.6596206426620483,treatment,0
0.5231211185455322,treatment,0
0.6458112001419067,treatment,0
0.7490988373756409,treatment,0
0.6401750445365906,treatment,0
0.5773804783821106,treatment,0
0.6245086193084717,treatment,0
0.651942253112793,treatment,0
0.6217491626739502,treatment,0
0.5183475613594055,treatment,0
0.6874361038208008,treatment,0
0.6909411549568176,treatment,0
0.6459565162658691,treatment,0
0.6836401224136353,treatment,0
0.5417340397834778,treatment,0
0.6439522504806519,treatment,0
0.5361379384994507,treatment,0
0.5386565327644348,treatment,0
0.4834264814853668,treatment,0
0.4880586564540863,treatment,0
0.46316593885421753,treatment,0
0.4400786757469177,treatment,0
0.5207657217979431,treatment,0
0.5616658926010132,treatment,0
0.5430115461349487,treatment,0
0.4896027445793152,treatment,0
0.6124228835105896,treatment,0
0.4767884314060211,treatment,0
0.48921358585357666,treatment,0
0.5281752347946167,treatment,0
0.3713781237602234,treatment,0
0.5082949995994568,treatment,0
0.5841031074523926,treatment,0
0.5732380151748657,treatment,0
0.4370519518852234,treatment,0
0.5270875692367554,treatment,0
0.5692329406738281,treatment,0
0.49059057235717773,treatment,0
0.48895126581192017,treatment,0
0.5825732350349426,treatment,0
0.4709545373916626,treatment,0
0.5214807391166687,treatment,0
0.5397587418556213,treatment,0
0.5505272150039673,treatment,0
0.5491094589233398,treatment,0
0.49511057138442993,treatment,0
0.5873589515686035,treatment,0
0.4874250888824463,treatment,0
0.6442803144454956,treatment,0
0.40101760625839233,treatment,0
0.552780270576477,treatment,0
0.4476138949394226,treatment,0
0.473482221364975,treatment,0
0.605756402015686,treatment,0
0.33117055892944336,treatment,0
0.5613083839416504,treatment,0
0.5238893628120422,treatment,0
0.4701358675956726,treatment,0
0.4935353100299835,treatment,0
0.45171377062797546,treatment,0
0.6289618611335754,treatment,0
0.22260898351669312,treatment,0
0.5586071610450745,treatment,0
0.5361016988754272,treatment,0
0.5891600847244263,treatment,0
0.39112457633018494,treatment,0
0.4059807062149048,treatment,0
0.5552308559417725,treatment,0
0.5943118333816528,treatment,0
0.6552151441574097,treatment,0
0.6186066269874573,treatment,0
0.5399436354637146,treatment,0
0.6229543685913086,treatment,0
0.5797239542007446,treatment,0
0.4910352826118469,treatment,0
0.5587651133537292,treatment,0
0.3691595196723938,treatment,0
0.5937238931655884,treatment,0
0.26764944195747375,treatment,0
0.589206874370575,treatment,0
0.4635768532752991,treatment,0
0.556634247303009,treatment,0
0.5314761400222778,treatment,0
0.5836865305900574,treatment,0
0.7013866305351257,treatment,0
0.5976521372795105,treatment,0
0.6290515065193176,treatment,0
0.7222919464111328,treatment,0
0.5782654881477356,treatment,0
0.5873165726661682,treatment,0
0.5125113129615784,treatment,0
0.4804755747318268,treatment,0
0.2972395122051239,treatment,0
0.6058815121650696,treatment,0
0.6516994833946228,treatment,0
0.6796885132789612,treatment,0
0.489285945892334,treatment,0
0.6184180974960327,treatment,0
0.6567123532295227,treatment,0
0.3533729016780853,treatment,0
0.7358116507530212,treatment,0
0.7474200129508972,treatment,0
0.735857367515564,treatment,0
0.6958033442497253,treatment,0
0.7593979835510254,treatment,0
0.6810733079910278,treatment,0
0.7268803119659424,treatment,0
0.5552866458892822,treatment,0
0.500806450843811,treatment,0
0.38068467378616333,treatment,0
0.6556462645530701,treatment,0
0.5726077556610107,treatment,0
0.6474536061286926,treatment,0
0.689293384552002,treatment,0
0.41240936517715454,treatment,0
0.7112420201301575,treatment,0
0.6208864450454712,treatment,0
0.7938206195831299,treatment,0
0.6839781999588013,treatment,0
0.5231679677963257,treatment,0
0.693873941898346,treatment,0
0.5348012447357178,treatment,0
0.5532057881355286,treatment,0
0.5555421113967896,treatment,0
0.6636697053909302,treatment,0
0.760576069355011,treatment,0
0.6941554546356201,treatment,0
0.4622665345668793,treatment,0
0.738139271736145,treatment,0
0.6912412047386169,treatment,0
0.41635861992836,treatment,0
0.662562370300293,treatment,0
0.76116544008255,treatment,0
0.7434992790222168,treatment,0
0.7602365612983704,treatment,0
0.7982406616210938,treatment,0
0.7518408894538879,treatment,0
0.7535899877548218,treatment,0
0.6251273155212402,treatment,0
0.5988705158233643,treatment,0
0.5974248647689819,treatment,0
0.773695707321167,treatment,0
0.5625938773155212,treatment,0
0.6036273241043091,treatment,0
0.5768768191337585,treatment,0
0.5813387632369995,treatment,0
0.456248015165329,treatment,0
0.5775032639503479,treatment,0
0.45808330178260803,treatment,0
0.5091074109077454,treatment,0
0.5351428985595703,treatment,0
0.43528303503990173,treatment,0
0.41273069381713867,treatment,0
0.44774115085601807,treatment,0
0.5139464735984802,treatment,0
0.556809663772583,treatment,0
0.4750836491584778,treatment,0
0.46719610691070557,treatment,0
0.3978198766708374,treatment,0
0.38445618748664856,treatment,0
0.49039456248283386,treatment,0
0.5472267866134644,treatment,0
0.43674182891845703,treatment,0
0.5122583508491516,treatment,0
0.5224238038063049,treatment,0
0.5570334792137146,treatment,0
0.5076920986175537,treatment,0
0.46634504199028015,treatment,0
0.5504869818687439,treatment,0
0.5859276652336121,treatment,0
0.5591005682945251,treatment,0
0.6531640291213989,treatment,0
0.5235372185707092,treatment,0
0.5490870475769043,treatment,0
0.47241103649139404,treatment,0
0.4363465905189514,treatment,0
0.5807645320892334,treatment,0
0.4355784058570862,treatment,0
0.5579448342323303,treatment,0
0.6055556535720825,treatment,0
0.652772843837738,treatment,0
0.4563506841659546,treatment,0
0.46981993317604065,treatment,0
0.5802987813949585,treatment,0
0.5056374073028564,treatment,0
0.47552236914634705,treatment,0
0.5040193200111389,treatment,0
0.6476409435272217,treatment,0
0.5920438766479492,treatment,0
0.49434739351272583,treatment,0
0.45457619428634644,treatment,0
0.5718881487846375,treatment,0
0.5881043672561646,treatment,0
0.5432850122451782,treatment,0
0.6381211280822754,treatment,0
0.6260756850242615,treatment,0
0.6702730059623718,treatment,0
0.6636051535606384,treatment,0
0.5550127625465393,treatment,0
0.6595762372016907,treatment,0
0.6345347166061401,treatment,0
0.47480615973472595,treatment,0
0.5288353562355042,treatment,0
0.5126290321350098,treatment,0
0.5563751459121704,treatment,0
0.5783873200416565,treatment,0
0.6317349672317505,treatment,0
0.5328949093818665,treatment,0
0.49075257778167725,treatment,0
0.3601835072040558,treatment,0
0.5100209712982178,treatment,0
0.49159935116767883,treatment,0
0.41939496994018555,treatment,0
0.6304392218589783,treatment,0
0.38353779911994934,treatment,0
0.39291563630104065,treatment,0
0.41961050033569336,treatment,0
0.6713783144950867,treatment,0
0.5519184470176697,treatment,0
0.39904454350471497,treatment,0
0.3933788239955902,treatment,0
0.5136217474937439,treatment,0
0.5953245759010315,treatment,0
0.3675811290740967,treatment,0
0.5040034651756287,treatment,0
0.709338903427124,treatment,0
0.7220315337181091,treatment,0
0.614265501499176,treatment,0
0.7491028308868408,treatment,0
0.631967306137085,treatment,0
0.5481094121932983,treatment,0
0.5394488573074341,treatment,0
0.4836196303367615,treatment,0
0.5796927213668823,treatment,0
0.4686901271343231,treatment,0
0.5549919605255127,treatment,0
0.46035686135292053,treatment,0
0.40487581491470337,treatment,0
0.4426495134830475,treatment,0
0.46016860008239746,treatment,0
0.5607543587684631,treatment,0
0.4573134481906891,treatment,0
0.5293291211128235,treatment,0
0.4286748170852661,treatment,0
0.49747753143310547,treatment,0
0.5778799653053284,treatment,0
0.4620645344257355,treatment,0
0.3981402516365051,treatment,0
0.3576112985610962,treatment,0
0.4570629596710205,treatment,0
0.4260476529598236,treatment,0
0.4022211730480194,treatment,0
0.48976391553878784,treatment,0
0.5344542264938354,treatment,0
0.4403606057167053,treatment,0
0.34791332483291626,treatment,0
0.4351625144481659,treatment,0
0.41118496656417847,treatment,0
0.47640034556388855,treatment,0
0.4972477853298187,treatment,0
0.44709667563438416,treatment,0
0.4485396444797516,treatment,0
0.458579957485199,treatment,0
0.44309869408607483,treatment,0
0.4364049434661865,treatment,0
0.41362494230270386,treatment,0
0.41967955231666565,treatment,0
0.5621433854103088,treatment,0
0.5824975371360779,treatment,0
0.5565755367279053,treatment,0
0.5612851977348328,treatment,0
0.5535996556282043,treatment,0
0.5146936774253845,treatment,0
0.6228783130645752,treatment,0
0.5559507012367249,treatment,0
0.3631034195423126,treatment,0
0.467080682516098,treatment,0
0.5658161044120789,treatment,0
0.48973438143730164,treatment,0
0.6445256471633911,treatment,0
0.48705360293388367,treatment,0
0.5583893656730652,treatment,0
0.4948126971721649,treatment,0
0.5156269669532776,treatment,0
0.5944886207580566,treatment,0
0.5775408744812012,treatment,0
0.6056501865386963,treatment,0
0.6182345747947693,treatment,0
0.5933196544647217,treatment,0
0.510721743106842,treatment,0
0.5397880673408508,treatment,0
0.5002548098564148,treatment,0
0.4104018807411194,treatment,0
0.6228679418563843,treatment,0
0.5295642614364624,treatment,0
0.5510046482086182,treatment,0
0.5478264093399048,treatment,0
0.6121125817298889,treatment,0
0.5818471312522888,treatment,0
0.4715302586555481,treatment,0
0.4118173122406006,treatment,0
0.5978168249130249,treatment,0
0.47294360399246216,treatment,0
0.39277172088623047,treatment,0
0.5903000235557556,treatment,0
0.5732564330101013,treatment,0
0.5484753251075745,treatment,0
0.39154574275016785,treatment,0
0.49370908737182617,treatment,0
0.5220190286636353,treatment,0
0.3522120714187622,treatment,0
0.5776660442352295,treatment,0
0.560936689376831,treatment,0
0.6212403178215027,treatment,0
0.6305418014526367,treatment,0
0.6440920829772949,treatment,0
0.589586079120636,treatment,0
0.514760434627533,treatment,0
0.49303707480430603,treatment,0
0.4345111548900604,treatment,0
0.5476632714271545,treatment,0
0.5797439217567444,treatment,0
0.5774732828140259,treatment,0
0.5204120874404907,treatment,0
0.5064759850502014,treatment,0
0.46990394592285156,treatment,0
0.5092248320579529,treatment,0
0.40729787945747375,treatment,0
0.4093426764011383,treatment,0
0.48922091722488403,treatment,0
0.40755897760391235,treatment,0
0.44590818881988525,treatment,0
0.5330926179885864,treatment,0
0.5860626697540283,treatment,0
0.5034434795379639,treatment,0
0.5321983695030212,treatment,0
0.4572729468345642,treatment,0
0.5086380839347839,treatment,0
0.5647927522659302,treatment,0
0.3009674549102783,treatment,0
0.4737776219844818,treatment,0
0.5224525928497314,treatment,0
0.5987586379051208,treatment,0
0.5878810882568359,treatment,0
0.4280071556568146,treatment,0
0.5106717348098755,treatment,0
0.5253726840019226,treatment,0
0.4833441972732544,treatment,0
0.48668283224105835,treatment,0
0.5457454919815063,treatment,0
0.5092594027519226,treatment,0
0.5401473641395569,treatment,0
0.44074103236198425,treatment,0
0.5139390826225281,treatment,0
0.6677843928337097,treatment,0
0.4045986533164978,treatment,0
0.5175135731697083,treatment,0
