name,gender,race,age,unique,shapley,cq,trial
E_808,Male,White,35-44,3,1.0,1.0,6
E_803,NonMale,White,35-44,2,1.0,1.0,6
E_810,NonMale,NonWhite,25-34,3,1.0,1.0,6
E_805,Male,White,35-44,0,1.0,1.0,6
E_806,NonMale,NonWhite,25-34,0,1.0,1.0,6
E_807,NonMale,White,35-44,2,1.0,1.0,6
E_814,Male,White,45-54,2,1.0,1.0,6
E_809,Male,White,25-34,1,1.0,1.0,6
E_822,Male,NonWhite,25-34,3,1.0,1.0,6
E_811,Male,White,35-44,1,1.0,1.0,6
E_813,Male,White,25-34,2,1.0,1.0,6
E_820,NonMale,White,35-44,2,1.0,1.0,6
E_815,Male,White,25-34,0,1.0,1.0,6
E_812,Male,White,25-34,0,1.0,1.0,6
E_828,NonMale,White,25-34,4,1.0,1.0,6
E_817,NonMale,White,55+,2,1.0,1.0,6
E_818,NonMale,White,35-44,4,1.0,1.0,6
E_825,NonMale,White,35-44,2,1.0,1.0,6
E_826,Male,White,25-34,1,1.0,1.0,6
E_821,Male,White,45-54,3,1.0,1.0,6
E_834,Male,White,45-54,3,1.0,1.0,6
E_823,NonMale,White,45-54,3,1.0,1.0,6
E_824,NonMale,White,18-24,1,1.0,1.0,6
E_831,Male,NonWhite,35-44,1,1.0,1.0,6
E_836,NonMale,NonWhite,18-24,2,1.0,1.0,6
E_827,NonMale,White,18-24,0,1.0,1.0,6
E_835,NonMale,White,55+,1,1.0,1.0,6
E_829,Male,White,25-34,6,1.0,1.0,6
E_830,Male,White,45-54,1,1.0,1.0,6
E_769,Male,White,35-44,0,1.0,1.0,6
E_837,Male,NonWhite,25-34,1,1.0,1.0,6
E_833,Male,NonWhite,25-34,0,1.0,1.0,6
E_320,Male,NonWhite,25-34,3,1.0,1.0,5
E_321,Male,NonWhite,25-34,2,1.0,1.0,5
E_322,NonMale,White,55+,1,1.0,1.0,5
E_323,NonMale,White,35-44,1,1.0,1.0,5
E_324,Male,White,35-44,5,1.0,1.0,5
E_325,NonMale,White,25-34,5,1.0,1.0,5
E_327,Male,White,25-34,6,1.0,1.0,5
E_328,NonMale,White,25-34,2,1.0,1.0,5
E_329,NonMale,NonWhite,25-34,0,1.0,1.0,5
E_330,Male,White,25-34,2,1.0,1.0,5
E_332,Male,White,25-34,1,1.0,1.0,5
E_333,Male,White,25-34,4,1.0,1.0,5
E_334,Male,White,18-24,2,1.0,1.0,5
E_335,Male,White,35-44,2,1.0,1.0,5
E_336,Male,White,25-34,5,1.0,1.0,5
E_337,Male,NonWhite,25-34,0,1.0,1.0,5
E_338,Male,NonWhite,25-34,2,1.0,1.0,5
E_331,NonMale,White,25-34,3,1.0,1.0,5
A_371,Male,White,25-34,5,5.333333333333337,15.435760920133605,6
A_372,Male,NonWhite,25-34,6,6.000000000000002,8.779809529321433,6
A_373,NonMale,White,35-44,4,4.8333333333333375,10.06198500867151,6
A_374,Male,White,18-24,5,5.500000000000003,5.894581101552779,6
A_375,Male,NonWhite,25-34,6,6.000000000000002,11.26549311329118,6
A_376,NonMale,NonWhite,25-34,5,5.333333333333337,6.601471029640972,6
A_314,NonMale,White,25-34,6,6.000000000000002,4.435083975462016,5
A_315,Male,White,25-34,6,6.000000000000002,10.936499805986527,5
A_316,NonMale,White,35-44,5,5.500000000000003,9.482306040524415,5
A_317,Male,White,25-34,5,5.500000000000003,15.793997240771324,5
A_318,Male,NonWhite,18-24,4,5.000000000000004,6.631956584614218,5
A_319,NonMale,NonWhite,25-34,3,3.999999999999999,7.007326714785799,5
