name,gender,race,age,unique,shapley,cq,trial
E_808,Male,White,35-44,1.8,1.0,1.0,6
E_803,NonMale,White,35-44,2.0,1.0,1.0,6
E_810,NonMale,NonWhite,25-34,1.8,1.0,1.0,6
E_805,Male,White,35-44,0.8,1.0,1.0,6
E_806,NonMale,NonWhite,25-34,0.4,1.0,1.0,6
E_807,NonMale,White,35-44,1.6,1.0,1.0,6
E_814,Male,White,45-54,3.2,1.0,1.0,6
E_809,Male,White,25-34,0.4,1.0,1.0,6
E_822,Male,NonWhite,25-34,2.8,1.0,1.0,6
E_811,Male,White,35-44,0.6,1.0,1.0,6
E_813,Male,White,25-34,3.6,1.0,1.0,6
E_820,NonMale,White,35-44,1.6,1.0,1.0,6
E_815,Male,White,25-34,0.0,1.0,1.0,6
E_812,Male,White,25-34,0.2,1.0,1.0,6
E_828,NonMale,White,25-34,1.6,1.0,1.0,6
E_817,NonMale,White,55+,1.8,1.0,1.0,6
E_818,NonMale,White,35-44,2.0,1.0,1.0,6
E_825,NonMale,White,35-44,1.0,1.0,1.0,6
E_826,Male,White,25-34,2.0,1.0,1.0,6
E_821,Male,White,45-54,1.2,1.0,1.0,6
E_834,Male,White,45-54,1.0,1.0,1.0,6
E_823,NonMale,White,45-54,3.6,1.0,1.0,6
E_824,NonMale,White,18-24,0.6,1.0,1.0,6
E_831,Male,NonWhite,35-44,1.2,1.0,1.0,6
E_836,NonMale,NonWhite,18-24,1.8,1.0,1.0,6
E_827,NonMale,White,18-24,0.6,1.0,1.0,6
E_835,NonMale,White,55+,1.0,1.0,1.0,6
E_829,Male,White,25-34,3.4,1.0,1.0,6
E_830,Male,White,45-54,2.8,1.0,1.0,6
E_769,Male,White,35-44,0.4,1.0,1.0,6
E_837,Male,NonWhite,25-34,1.8,1.0,1.0,6
E_833,Male,NonWhite,25-34,0.4,1.0,1.0,6
E_320,Male,NonWhite,25-34,2.4,1.0,1.0,5
E_321,Male,NonWhite,25-34,0.8,1.0,1.0,5
E_322,NonMale,White,55+,1.2,1.0,1.0,5
E_323,NonMale,White,35-44,2.2,1.0,1.0,5
E_324,Male,White,35-44,2.6,1.0,1.0,5
E_325,NonMale,White,25-34,2.6,1.0,1.0,5
E_327,Male,White,25-34,4.6,1.0,1.0,5
E_328,NonMale,White,25-34,1.6,1.0,1.0,5
E_329,NonMale,NonWhite,25-34,0.8,1.0,1.0,5
E_330,Male,White,25-34,2.4,1.0,1.0,5
E_332,Male,White,25-34,1.8,1.0,1.0,5
E_333,Male,White,25-34,2.0,1.0,1.0,5
E_334,Male,White,18-24,0.6,1.0,1.0,5
E_335,Male,White,35-44,1.4,1.0,1.0,5
E_336,Male,White,25-34,2.4,1.0,1.0,5
E_337,Male,NonWhite,25-34,0.6,1.0,1.0,5
E_338,Male,NonWhite,25-34,1.2,1.0,1.0,5
E_331,NonMale,White,25-34,2.2,1.0,1.0,5
A_371,Male,White,25-34,5.2,5.433333333333335,12.22879670159223,6
A_372,Male,NonWhite,25-34,5.6,5.733333333333336,9.395380327559977,6
A_373,NonMale,White,35-44,3.4,4.366666666666669,8.349805279506851,6
A_374,Male,White,18-24,3.6,4.500000000000002,6.060138214092108,6
A_375,Male,NonWhite,25-34,4.2,5.033333333333336,7.963482059357986,6
A_376,NonMale,NonWhite,25-34,4.2,4.933333333333335,5.661874346012047,6
A_314,NonMale,White,25-34,3.2,4.450000000000001,4.8189828542478965,5
A_315,Male,White,25-34,4.6,5.183333333333335,11.5150357554561,5
A_316,NonMale,White,35-44,5.0,5.3000000000000025,8.173048006947576,5
A_317,Male,White,25-34,5.6,5.700000000000003,15.556349326631443,5
A_318,Male,NonWhite,18-24,3.0,4.383333333333335,5.529983093538088,5
A_319,NonMale,NonWhite,25-34,2.8,4.1833333333333345,5.7819998740209595,5
